stock_code	description	units_sold	orders	revenue
22508	DOORSTOP RETROSPOT HEART	1570	212	6087.79
22992	REVOLVER WOODEN RULER	3447	111	6083.79
22243	5 HOOK HANGER RED MAGIC TOADSTOOL	4047	103	6058.35
22274	FELTCRAFT DOLL EMILY	2236	241	6044.66
22776	SWEETHEART CAKESTAND 3 TIER	662	169	6035.90
85014A	BLACK/BLUE POLKADOT UMBRELLA	1093	180	6033.94
84987	SET OF 36 TEATIME PAPER DOILIES	4333	277	6025.73
84947	ANTIQUE SILVER TEA GLASS ENGRAVED	5252	192	6003.89
22064	PINK DOUGHNUT TRINKET POT	4063	255	5980.35
21257	VICTORIAN SEWING BOX MEDIUM	805	181	5973.59
21523	DOOR MAT FANCY FONT HOME SWEET HOME	912	108	5964.48
22725	ALARM CLOCK BAKELIKE CHOCOLATE	1620	227	5945.34
22553	PLASTERS IN TIN SKULLS	3728	319	5935.20
22989	SET 2 PANTRY DESIGN TEA TOWELS	1950	136	5904.42
22966	GINGERBREAD MAN COOKIE CUTTER	5063	284	5894.16
21912	VINTAGE SNAKES & LADDERS	1688	209	5890.40
47502	POLKADOT CUTLERY 24 PCS IN TRAY	581	38	5876.15
22179	SET 10 LIGHTS NIGHT OWL	926	165	5868.10
85014D	PINK/BROWN DOTS RUFFLED UMBRELLA	1773	51	5828.55
84946	ANTIQUE SILVER T-LIGHT GLASS	4895	190	5820.28
21907	I'M ON HOLIDAY METAL SIGN	2831	294	5808.25
21735	TWO DOOR CURIO CABINET	509	87	5804.10
21874	GIN AND TONIC MUG	4749	274	5766.51
22623	BOX OF VINTAGE JIGSAW BLOCKS	1162	187	5762.87
23581	JUMBO BAG PAISLEY PARK	3014	137	5760.52
22380	TOY TIDY SPACEBOY	3014	290	5756.22
22968	ROSE COTTAGE KEEPSAKE BOX	646	111	5754.90
35961	FOLKART ZINC HEART CHRISTMAS DEC	7735	127	5751.07
48188	DOOR MAT WELCOME PUPPIES	1112	105	5715.08
22621	TRADITIONAL KNITTING NANCY	3794	259	5713.22
84997C	BLUE 3 PIECE POLKADOT CUTLERY SET	1613	99	5711.91
23343	JUMBO BAG VINTAGE CHRISTMAS	2920	155	5700.30
20828	GLITTER BUTTERFLY CLIPS	2510	185	5698.50
21868	POTTING SHED TEA MUG	5014	338	5687.94
22795	SWEETHEART RECIPE BOOK STAND	893	184	5681.35
84030E	ENGLISH ROSE HOT WATER BOTTLE	1423	201	5677.91
48173C	DOOR MAT BLACK FLOCK	1043	79	5673.11
22381	TOY TIDY PINK RETROSPOT	2944	216	5664.60
22750	FELTCRAFT PRINCESS LOLA DOLL	1557	253	5653.65
22783	SET 3 WICKER OVAL BASKETS W LIDS	440	24	5639.22
47591D	PINK FAIRY CAKE CHILDRENS APRON	3176	266	5631.36
22946	WOODEN ADVENT CALENDAR CREAM	389	93	5611.65
22357	KINGS CHOICE BISCUIT TIN	1286	144	5591.34
21984	PACK OF 12 PINK PAISLEY TISSUES	20765	138	5588.81
21985	PACK OF 12 HEARTS DESIGN TISSUES	15242	280	5587.16
20724	RED SPOTTY CHARLOTTE BAG	7129	324	5581.25
22485	SET OF 2 WOODEN MARKET CRATES	469	124	5569.35
22487	WHITE WOOD GARDEN PLANT LADDER	608	273	5566.61
20685	DOORMAT RED SPOT	834	111	5560.10
23553	LANDMARK FRAME CAMDEN TOWN	498	20	5507.35
22301	COFFEE MUG CAT + BIRD DESIGN	2598	170	5500.44
21875	KINGS CHOICE MUG	5038	157	5499.02
22466	FAIRY TALE COTTAGE NIGHTLIGHT	3230	115	5482.50
23240	SET OF 4 KNICK KNACK TINS DOILY	1370	134	5455.10
35970	ZINC FOLKART SLEIGH BELLS	3359	174	5449.99
21981	PACK OF 12 WOODLAND TISSUES	21103	165	5440.09
22628	PICNIC BOXES SET OF 3 RETROSPOT	1185	140	5417.75
23113	PANTRY CHOPPING BOARD	1077	21	5393.91
20718	RED SPOTTY SHOPPER BAG	4714	224	5337.70
85067	CREAM SWEETHEART WALL CABINET	359	68	5329.91
22840	ROUND CAKE TIN VINTAGE RED	729	162	5324.83
22151	PLACE SETTING WHITE HEART	13291	246	5324.19
35400	WOODEN BOX ADVENT CALENDAR	612	140	5253.40
21781	MA CAMPAGNE CUTLERY BOX	368	158	5250.80
22767	TRIPLE PHOTO FRAME CORNICE	594	120	5247.98
22078	RIBBON REEL LACE DESIGN	2611	177	5240.60
22329	ROUND CONTAINER SET OF 5 RETROSPOT	3436	229	5232.40
85064	CREAM SWEETHEART LETTER RACK	1226	104	5222.82
37370	RETRO COFFEE MUGS ASSORTED	4690	184	5221.08
22367	CHILDRENS APRON SPACEBOY DESIGN	2908	265	5220.24
22089	PAPER BUNTING VINTAGE PAISLEY	1951	176	5217.40
21121	SET/10 RED SPOTTY PARTY CANDLES	4407	162	5216.91
23240	SET OF 4 KNICK KNACK TINS DOILEY	1333	103	5205.55
84997A	CHILDRENS CUTLERY POLKADOT GREEN	1339	95	5179.51
21527	RETRO SPOT TRADITIONAL TEAPOT	704	127	5173.80
82551	LAUNDRY 15C METAL SIGN	3699	244	5172.44
23077	DOUGHNUT LIP GLOSS	4449	115	5166.45
84692	BOX OF 24 COCKTAIL PARASOLS	12888	423	5151.77
23135	SMALL ZINC HEART WALL ORGANISER	1497	21	5143.05
21749	LARGE RED SPOT WINDMILL	2770	20	5142.00
22991	GIRAFFE WOODEN RULER	2841	103	5126.19
21035	SET/2 RED SPOTTY TEA TOWELS	1815	185	5107.05
23297	SET 40 HEART SHAPE PETIT FOUR CASES	3285	67	5097.05
22895	SET OF 2 TEA TOWELS APPLE AND PEARS	1768	160	5095.84
21155	RED RETROSPOT PEG BAG	2286	260	5095.30
22464	HANGING METAL HEART LANTERN	3340	271	5093.90
22779	WOODEN OWLS LIGHT GARLAND	1372	100	5088.60
21933	PINK VINTAGE PAISLEY PICNIC BAG	2342	223	5087.36
22942	CHRISTMAS LIGHTS 10 SANTAS	684	113	5086.70
23256	CHILDRENS CUTLERY SPACEBOY	1286	141	5085.98
21186	WHITE DOVE HONEYCOMB PAPER GARLAND	3360	129	5081.40
21658	GLASS  BEURRE DISH	1350	206	5075.94
22085	PAPER CHAIN KIT SKULLS	1930	91	5071.50
23300	GARDENERS KNEELING PAD CUP OF TEA	3210	263	5071.14
20685	RED SPOTTY COIR DOORMAT	874	89	5065.50
84839	SWEETHEART KEY CABINET	997	156	5062.95
21974	SET OF 36 PAISLEY FLOWER DOILIES	3638	243	5062.26
23541	WALL ART CLASSIC PUDDINGS	695	54	5058.79
21777	RECIPE BOX WITH METAL HEART	679	151	5041.05
22275	WEEKEND BAG VINTAGE ROSE PAISLEY	634	143	5037.95
48116	DOOR MAT MULTICOLOUR STRIPE	860	107	5009.50
22120	WELCOME  WOODEN BLOCK LETTERS	526	155	4988.25
22414	DOORMAT NEIGHBOURHOOD WITCH	944	80	4987.44
22580	ADVENT CALENDAR GINGHAM SACK	874	158	4965.78
22780	LIGHT GARLAND BUTTERFILES PINK	1338	93	4956.34
21429	RED GINGHAM ROSE JEWELLERY BOX	3007	316	4951.05
21769	VINTAGE POST OFFICE CABINET	84	19	4936.82
22563	HAPPY STENCIL CRAFT	4381	202	4925.08
22844	VINTAGE CREAM DOG FOOD CONTAINER	609	170	4914.45
22649	STRAWBERRY FAIRY CAKE TEAPOT	1025	164	4909.25
21488	RED WHITE SCARF  HOT WATER BOTTLE	1352	148	4902.40
22740	POLKADOT PEN	6156	75	4901.88
22656	VINTAGE BLUE KITCHEN CABINET	24	18	4870.00
21216	SET 3 RED SPOT TIN TEA,COFFEE,SUGAR	1070	141	4859.70
22349	DOG BOWL CHASING BALL DESIGN	1234	77	4813.12
21539	RED RETROSPOT BUTTER DISH	1018	225	4803.90
84997A	GREEN 3 PIECE MINI DOTS CUTLERY SET	1361	123	4793.79
21745	GAOLERS KEYS DECORATIVE GARDEN	1525	200	4784.71
21980	PACK OF 12 RED SPOTTY TISSUES	18663	102	4782.83
21381	MINI WOODEN HAPPY BIRTHDAY GARLAND	3080	152	4781.84
21756	BATH BUILDING BLOCK WORD	807	232	4772.98
22327	ROUND SNACK BOXES SET OF 4 SKULLS	1711	232	4754.65
10002	INFLATABLE POLITICAL GLOBE	6116	143	4727.22
22429	ENAMEL MEASURING JUG CREAM	1165	207	4715.29
21903	MAN FLU METAL SIGN	2450	150	4701.18
48129	DOOR MAT TOPIARY	778	89	4693.96
21033	JUMBO BAG CHARLIE AND LOLA TOYS	2746	160	4693.06
23318	BOX OF 6 MINI VINTAGE CRACKERS	2129	108	4673.91
22356	CHARLOTTE BAG PINK POLKADOT	5853	325	4639.39
21989	PACK OF 20 SKULL PAPER NAPKINS	6421	264	4629.37
23531	WALL ART BIG LOVE	859	55	4625.81
22620	4 TRADITIONAL SPINNING TOPS	3725	230	4619.58
22444	GROW YOUR OWN PLANT IN A CAN	3843	119	4616.79
22332	SKULLS PARTY BAG + STICKER SET	3054	160	4615.10
22947	WOODEN ADVENT CALENDAR RED	442	88	4611.70
23007	SPACEBOY BABY GIFT SET	299	67	4602.05
22082	RIBBON REEL STRIPES DESIGN	2863	271	4590.03
20974	12 PENCILS SMALL TUBE SKULL	7274	252	4522.90
22632	HAND WARMER RED POLKA DOT	2412	35	4510.20
23238	SET OF 4 KNICK KNACK TINS LONDON	1134	119	4494.90
22221	CAKE STAND LOVEBIRD 2 TIER PINK	668	50	4476.60
21122	SET/10 PINK POLKADOT PARTY CANDLES	3795	162	4471.36
21463	MIRRORED DISCO BALL	859	140	4468.55
23080	RED METAL BOX TOP SECRET	569	82	4441.53
21833	CAMOUFLAGE LED TORCH	2734	113	4430.38
21976	PACK OF 60 MUSHROOM CAKE CASES	9205	340	4422.83
21531	RED RETROSPOT SUGAR JAM BOWL	1912	216	4422.00
22751	FELTCRAFT PRINCESS OLIVIA DOLL	1230	171	4419.98
22029	SPACEBOY BIRTHDAY CARD	11338	452	4407.50
22689	DOORMAT MERRY CHRISTMAS RED	636	102	4406.36
21988	PACK OF 6 SKULL PAPER PLATES	6247	194	4392.67
21932	SCANDINAVIAN PAISLEY PICNIC BAG	2063	205	4388.46
23382	BOX OF 6 CHRISTMAS CAKE DECORATIONS	1227	68	4385.97
20676	RED RETROSPOT BOWL	3844	208	4370.87
82580	BATHROOM METAL SIGN	8322	450	4366.76
21201	TROPICAL  HONEYCOMB PAPER GARLAND	1953	101	4364.55
20970	PINK FLORAL FELTCRAFT SHOULDER BAG	1205	200	4360.43
21870	I CAN ONLY PLEASE ONE PERSON MUG	3668	286	4351.30
22212	FOUR HOOK  WHITE LOVEBIRDS	2220	304	4344.45
21069	VINTAGE BILLBOARD TEA MUG	4446	107	4340.65
21737	SET 3 WICKER LOG BASKETS	242	55	4299.90
20754	RETRO RED SPOTTY WASHING UP GLOVES	2306	191	4296.48
85068	CREAM SWEETHEART SHELF + HOOKS	686	85	4293.36
23082	SET 6 PAPER TABLE LANTERN HEARTS	1228	90	4284.84
22849	BREAD BIN DINER STYLE MINT	284	90	4283.56
22418	10 COLOUR SPACEBOY PEN	5287	163	4282.57
21876	POTTERING MUG	3664	222	4278.88
22660	DOORMAT I LOVE LONDON	723	87	4277.87
84508A	CAMOUFLAGE DESIGN TEDDY	2023	40	4274.85
21716	BOYS VINTAGE TIN SEASIDE BUCKET	1905	127	4268.33
22144	CHRISTMAS CRAFT LITTLE FRIENDS	2073	203	4254.60
23319	BOX OF 6 MINI 50'S CRACKERS	1889	125	4250.97
22549	PICTURE DOMINOES	3031	211	4249.19
21533	RETROSPOT LARGE MILK JUG	897	184	4246.95
85049E	SCANDINAVIAN REDS RIBBONS	3363	301	4244.62
79000	MOROCCAN TEA GLASS	5936	141	4243.76
22564	ALPHABET STENCIL CRAFT	3805	156	4235.76
84997A	GREEN 3 PIECE POLKADOT CUTLERY SET	1195	80	4234.45
72351A	SET/6 TURQUOISE BUTTERFLY T-LIGHTS	2295	150	4228.01
21715	GIRLS VINTAGE TIN SEASIDE BUCKET	1880	122	4227.72
22890	NOVELTY BISCUITS CAKE STAND 3 TIER	456	124	4226.62
22300	COFFEE MUG DOG + BALL DESIGN	2027	142	4218.99
23008	DOLLY GIRL BABY GIFT SET	276	53	4218.20
21385	IVORY HANGING DECORATION  HEART	5314	170	4217.38
22364	GLASS JAR DIGESTIVE BISCUITS	1431	93	4212.85
22195	LARGE HEART MEASURING SPOONS	2579	228	4191.67
23556	LANDMARK FRAME COVENT GARDEN	376	20	4174.55
22079	RIBBON REEL HEARTS DESIGN	2613	215	4167.69
47599B	BLUE PARTY BAGS	2282	116	4165.64
22661	CHARLOTTE BAG DOLLY GIRL DESIGN	5396	263	4162.54
23286	BLUE VINTAGE SPOT BEAKER	4465	102	4157.69
85178	VICTORIAN SEWING KIT	3940	114	4142.64
23543	WALL ART KEEP CALM	863	34	4131.95
37450	CERAMIC CAKE BOWL + HANGING CAKES	1533	172	4127.55
72807C	SET/3 VANILLA SCENTED CANDLE IN BOX	1046	82	4117.26
21935	SUKI  SHOULDER BAG	2653	246	4110.87
23254	CHILDRENS CUTLERY DOLLY GIRL	1037	118	4101.95
85184D	S/4 BLUE ROUND DECOUPAGE BOXES	8172	22	4095.24
23285	PINK VINTAGE SPOT BEAKER	4329	82	4087.33
22668	PINK BABY BUNTING	1476	150	4085.56
22488	NATURAL SLATE RECTANGLE CHALKBOARD	2587	226	4084.31
22377	BOTTLE BAG RETROSPOT	2357	140	4083.29
23582	VINTAGE DOILY JUMBO BAG RED	2096	121	4080.18
23158	SET OF 5 LUCKY CAT MAGNETS	2034	129	4073.16
23293	SET OF 12 FAIRY CAKE BAKING CASES	5267	189	4069.77
23558	LANDMARK FRAME LONDON BRIDGE	365	16	4041.70
21098	CHRISTMAS TOILET ROLL	3443	159	4034.32
22748	POPPY'S PLAYHOUSE KITCHEN	1972	253	4032.41
23555	LANDMARK FRAME NOTTING HILL	363	19	4030.65
22333	RETRO SPORT PARTY BAG + STICKER SET	2677	106	4029.85
21872	GLAMOROUS  MUG	4243	140	4029.55
23076	ICE CREAM SUNDAE LIP GLOSS	3362	97	4021.06
22121	NOEL WOODEN BLOCK LETTERS	669	140	4019.79
23480	MINI LIGHTS WOODLAND MUSHROOMS	1151	79	4018.17
85232B	SET OF 3 BABUSHKA STACKING TINS	826	83	4010.30
23439	HAND WARMER RED LOVE HEART	1998	128	4003.80
22979	PANTRY WASHING UP BRUSH	2680	124	3997.86
23288	GREEN VINTAGE SPOT BEAKER	4193	87	3996.69
22907	PACK OF 20 NAPKINS PANTRY DESIGN	5150	304	3988.16
22354	RETROSPOT PADDED SEAT CUSHION	1115	105	3972.67
22243	HOOK, 5 HANGER ,MAGIC TOADSTOOL RED	2628	76	3971.40
22665	RECIPE BOX BLUE SKETCHBOOK DESIGN	1423	225	3969.21
22567	20 DOLLY PEGS RETROSPOT	3327	194	3963.65
23204	CHARLOTTE BAG APPLES DESIGN	5030	245	3963.50
22528	GARDENERS KNEELING PAD	3425	219	3962.05
21768	WALL MOUNTED VINTAGE ORGANISER	353	59	3960.89
16156S	WRAP PINK FAIRY CAKES	10386	189	3955.12
22839	3 TIER CAKE TIN GREEN AND CREAM	299	75	3947.61
22117	METAL SIGN HER DINNER IS SERVED	1307	73	3947.45
23554	LANDMARK FRAME OXFORD STREET	356	19	3943.15
22493	PAINT YOUR OWN CANVAS SET	2570	129	3933.78
22348	TEA BAG PLATE RED SPOTTY	5002	169	3930.34
22798	ANTIQUE GLASS DRESSING TABLE POT	1386	123	3928.86
22741	FUNKY DIVA PEN	4713	81	3925.71
21497	FANCY FONTS BIRTHDAY WRAP	10150	220	3919.00
23229	VINTAGE DONKEY TAIL GAME	1153	81	3908.14
22244	3 HOOK HANGER MAGIC GARDEN	2225	69	3895.95
22432	WATERING CAN PINK BUNNY	2174	226	3894.80
22431	WATERING CAN BLUE ELEPHANT	2087	259	3889.75
22790	MIRROR, ARCHED GEORGIAN	200	1	3884.00
22813	PACK 3 BOXES BIRD PANNETONE	2133	107	3878.75
47559B	TEA TIME OVEN GLOVE	3288	317	3875.37
22311	OFFICE MUG WARMER BLACK+SILVER	1398	85	3870.90
22771	CLEAR DRAWER KNOB ACRYLIC EDWARDIAN	3280	188	3869.84
21154	RED RETROSPOT OVEN GLOVE	3371	183	3867.63
22833	HALL CABINET WITH 3 DRAWERS	115	8	3863.74
21563	RED HEART SHAPE LOVE BUCKET	1726	156	3857.34
23328	SET 6 SCHOOL MILK BOTTLES IN CRATE	1110	83	3857.22
22688	DOORMAT PEACE ON EARTH BLUE	757	40	3850.67
22626	BLACK KITCHEN SCALES	472	138	3834.83
23215	JINGLE BELL HEART ANTIQUE SILVER	2008	55	3834.00
23172	REGENCY TEA PLATE PINK	2471	125	3833.23
23307	SET OF 60 PANTRY DESIGN CAKE CASES	7710	239	3832.54
22763	KEY CABINET MA CAMPAGNE	518	44	3825.94
22670	FRENCH WC SIGN BLUE METAL	3232	179	3822.61
47591D	PINK FAIRY CAKE CHILD'S APRON	2184	165	3822.36
22550	HOLIDAY FUN LUDO	1099	132	3812.42
85047	WHITE BEADED GARLAND STRING 20LIGHT	641	92	3801.55
22745	POPPY'S PLAYHOUSE BEDROOM	1869	228	3797.05
22796	PHOTO FRAME 3 CLASSIC HANGING	400	120	3792.95
22360	GLASS JAR ENGLISH CONFECTIONERY	1421	116	3789.35
22199	FRYING PAN RED POLKADOT	996	86	3779.96
22618	COOKING SET RETROSPOT	407	98	3769.33
23177	TREASURE ISLAND BOOK BOX	1866	92	3765.30
22812	PACK 3 BOXES CHRISTMAS PANNETONE	2010	126	3758.00
22848	BREAD BIN DINER STYLE PINK	251	75	3756.85
21432	SET OF 3 CASES WOODLAND DESIGN	666	115	3751.70
21561	DINOSAUR LUNCH BOX WITH CUTLERY	1633	184	3742.08
22378	WALL TIDY RETROSPOT	2462	187	3736.76
22791	T-LIGHT GLASS FLUTED ANTIQUE	3344	99	3735.45
22489	PACK OF 12 TRADITIONAL CRAYONS	9397	258	3731.43
22174	PHOTO CUBE	2492	146	3729.56
22283	6 EGG HOUSE PAINTED WOOD	523	115	3717.69
22738	RIBBON REEL SNOWY VILLAGE	2349	151	3711.73
11001	ASSTD DESIGN RACING CAR PEN	2558	69	3710.46
22350	ILLUSTRATED CAT BOWL	1404	76	3709.56
22472	TV DINNER TRAY DOLLY GIRL	853	113	3700.27
21242	RED RETROSPOT PLATE	2387	146	3699.95
20717	STRAWBERRY SHOPPER BAG	3164	236	3696.78
21207	SKULL AND CROSSBONES  GARLAND	2455	89	3684.35
20676	RED SPOTTY BOWL	3188	199	3679.48
21122	SET/10 PINK SPOTTY PARTY CANDLES	3128	142	3672.88
35004B	SET OF 3 BLACK FLYING DUCKS	924	72	3667.40
20718	RED RETROSPOT SHOPPER BAG	3115	217	3660.06
22491	PACK OF 12 COLOURED PENCILS	4720	153	3657.10
48189	DOORMAT FRIENDSHIP	736	27	3651.08
22694	WICKER STAR	1811	226	3650.10
22063	CERAMIC BOWL WITH STRAWBERRY DESIGN	1422	115	3647.70
79067	CORONA MEXICAN TRAY	1055	142	3647.45
22053	EMPIRE DESIGN ROSETTE	4273	30	3642.67
85065	CREAM SWEETHEART TRAYS	330	91	3633.50
22781	GUMBALL MAGAZINE RACK	503	105	3627.89
21326	AGED GLASS SILVER T-LIGHT HOLDER	5939	193	3619.15
84568	GIRLS ALPHABET IRON ON PATCHES	19680	31	3614.40
82486	3 DRAWER ANTIQUE WHITE WOOD CABINET	422	87	3611.78
22305	COFFEE MUG PINK PAISLEY DESIGN	1857	61	3608.65
22219	LOVEBIRD HANGING DECORATION WHITE	4359	298	3595.95
23083	SET 6 PAPER TABLE LANTERN STARS	1004	84	3595.87
21890	S/6 WOODEN SKITTLES IN COTTON BAG	1335	128	3590.31
23132	SMALL IVORY HEART WALL ORGANISER	756	55	3578.48
21749	LARGE RED RETROSPOT WINDMILL	1872	82	3568.20
22582	PACK OF 6 SWEETIE GIFT BOXES	1468	78	3563.11
23296	SET OF 6 TEA TIME BAKING CASES	3091	130	3559.67
22687	DOORMAT CHRISTMAS VILLAGE	648	52	3559.08
37500	TEA TIME TEAPOT IN GIFT BOX	489	106	3541.03
84032B	CHARLIE + LOLA RED HOT WATER BOTTLE	1882	162	3530.42
23192	BUNDLE OF 3 ALPHABET EXERCISE BOOKS	2258	153	3529.02
21918	SET 12 KIDS COLOUR  CHALK STICKS	8959	257	3528.34
22592	CARDHOLDER HOLLY WREATH METAL	947	74	3522.55
23557	LANDMARK FRAME BAKER STREET	319	9	3517.85
22200	FRYING PAN PINK POLKADOT	869	137	3504.29
21533	RETRO SPOT LARGE MILK JUG	756	186	3501.40
21242	RED SPOTTY PLATE	2222	140	3495.98
23583	LUNCH BAG PAISLEY PARK	2233	130	3482.45
23530	WALL ART ONLY ONE PERSON	879	41	3473.55
22242	HOOK, 5 HANGER , MAGIC TOADSTOOL	2241	117	3469.65
22060	LARGE CAKE STAND HANGING HEARTS	468	66	3460.32
22938	CUPCAKE LACE PAPER SET 6	1921	83	3460.13
22435	SET OF 9 HEART SHAPED BALLOONS	2854	182	3455.54
22399	MAGNETS PACK OF 4 CHILDHOOD MEMORY	3016	119	3455.36
23485	BOTANICAL GARDENS WALL CLOCK	161	24	3453.80
22526	WHEELBARROW FOR CHILDREN	302	71	3444.42
20973	12 PENCIL SMALL TUBE WOODLAND	5498	206	3441.10
85174	S/4 CACTI CANDLES	777	101	3439.87
23010	CIRCUS PARADE BABY GIFT SET	224	49	3434.80
72756	FAIRY CAKE CANDLES	2583	51	3433.95
22964	3 PIECE SPACEBOY COOKIE CUTTER SET	1748	143	3426.04
21115	ROSE CARAVAN DOORSTOP	588	129	3423.76
21135	VICTORIAN  METAL POSTCARD SPRING	2972	122	3421.40
51008	AFGHAN SLIPPER SOCK PAIR	1043	27	3393.35
21124	SET/10 BLUE POLKADOT PARTY CANDLES	2883	112	3384.87
22894	TABLECLOTH RED APPLES DESIGN	382	103	3384.30
22045	SPACEBOY GIFT WRAP	8325	238	3370.50
22830	UTILTY CABINET WITH HOOKS	168	10	3365.70
22341	LOVE GARLAND PAINTED ZINC	2176	41	3364.40
37448	CERAMIC CAKE DESIGN SPOTTED MUG	2409	199	3361.89
72802C	VANILLA SCENT CANDLE JEWELLED BOX	1575	90	3355.77
21411	GINGHAM HEART  DOORSTOP RED	974	173	3350.04
23159	SET OF 5 PANCAKE DAY MAGNETS	1669	113	3343.85
22971	QUEENS GUARD COFFEE MUG	1453	95	3342.77
85049A	TRADITIONAL CHRISTMAS RIBBONS	2668	213	3336.41
22956	36 FOIL HEART CAKE CASES	1742	96	3317.00
22691	DOORMAT WELCOME SUNRISE	550	99	3300.74
22055	MINI CAKE STAND  HANGING STRAWBERY	2190	207	3300.44
22203	MILK PAN RED RETROSPOT	912	148	3300.39
23078	ICE CREAM PEN LIP GLOSS	2744	82	3298.96
22331	WOODLAND PARTY BAG + STICKER SET	2126	159	3293.66
22304	COFFEE MUG BLUE PAISLEY DESIGN	1866	65	3288.11
15044B	BLUE PAPER PARASOL	1247	75	3284.25
22358	KINGS CHOICE TEA CADDY	1167	164	3263.53
20979	36 PENCILS TUBE RED RETROSPOT	2755	127	3249.19
23133	LARGE IVORY HEART WALL ORGANISER	516	50	3243.76
84884A	ANT WHITE WIRE HEART SPIRAL	984	100	3241.56
21124	SET/10 BLUE SPOTTY PARTY CANDLES	2735	115	3236.35
22282	12 EGG HOUSE PAINTED WOOD	317	73	3219.77
23322	LARGE WHITE HEART OF WICKER	1203	147	3218.95
21107	CREAM SLICE FLANNEL PINK SPOT	1228	65	3200.20
22148	EASTER CRAFT 4 CHICKS	1813	101	3199.35
23176	ABC TREASURE BOOK BOX	1564	87	3194.26
23154	SET OF 4 JAM JAR MAGNETS	1610	111	3193.53
22141	CHRISTMAS CRAFT TREE TOP ANGEL	1572	173	3193.48
21955	DOOR MAT UNION JACK GUNS AND ROSES	538	79	3192.26
23193	BUFFALO BILL TREASURE BOOK BOX	1596	64	3189.90
23118	PARISIENNE JEWELLERY DRAWER	442	118	3185.80
21155	RED SPOTTY PEG BAG	1677	179	3182.22
23312	VINTAGE CHRISTMAS GIFT SACK	799	79	3178.25
21934	SKULL SHOULDER BAG	2046	206	3175.90
21955	UNION JACK GUNS & ROSES  DOORMAT	660	55	3175.80
23064	CINDERELLA CHANDELIER	211	13	3168.05
22998	TRAVEL CARD WALLET KEEP CALM	8046	233	3158.54
23493	VINTAGE DOILY TRAVEL SEWING KIT	1681	115	3157.95
22845	VINTAGE CREAM CAT FOOD CONTAINER	543	135	3156.94
23157	SET OF 6 NATIVITY MAGNETS	1614	65	3153.87
21078	SET/20 STRAWBERRY PAPER NAPKINS	4153	238	3147.43
22437	SET OF 9 BLACK SKULL BALLOONS	3917	166	3144.85
85062	PEARL CRYSTAL PUMPKIN T-LIGHT HLDR	2007	125	3142.02
22434	BALLOON PUMP WITH 10 BALLOONS	1744	116	3138.98
21523	FANCY FONT HOME SWEET HOME DOORMAT	517	88	3137.75
22165	DIAMANTE HEART SHAPED WALL MIRROR,	572	52	3136.56
22562	MONSTERS STENCIL CRAFT	2759	141	3126.79
22899	CHILDREN'S APRON DOLLY GIRL	1601	133	3124.28
23162	REGENCY TEA STRAINER	893	78	3118.81
22951	60 CAKE CASES DOLLY GIRL DESIGN	6307	207	3113.61
22465	HANGING METAL STAR LANTERN	2130	155	3112.76
22430	ENAMEL WATERING CAN CREAM	716	132	3107.44
85132C	CHARLIE AND LOLA FIGURES TINS	1211	93	3102.93
22784	LANTERN CREAM GAZEBO	674	116	3101.62
21588	RETROSPOT GIANT TUBE MATCHES	1414	52	3098.10
23275	SET OF 3 HANGING OWLS OLLIE BEAK	2650	132	3087.42
21528	DAIRY MAID TRADITIONAL TEAPOT	547	118	3077.85
21586	KINGS CHOICE GIANT TUBE MATCHES	1386	79	3074.40
22746	POPPY'S PLAYHOUSE LIVINGROOM	1518	190	3072.92
21746	SMALL RED RETROSPOT WINDMILL	2609	160	3070.01
20751	FUNKY WASHING UP GLOVES ASSORTED	1506	157	3069.12
21896	POTTING SHED TWINE	1546	74	3067.98
23314	VINTAGE CHRISTMAS TABLECLOTH	265	46	3063.52
22957	SET 3 PAPER VINTAGE CHICK PAPER EGG	1119	85	3061.05
22030	SWALLOWS GREETING CARD	7824	287	3059.97
20975	12 PENCILS SMALL TUBE RED SPOTTY	5011	122	3057.15
20975	12 PENCILS SMALL TUBE RED RETROSPOT	4785	135	3051.45
22653	BUTTON BOX	1626	127	3042.96
21524	SPOTTY  HOME SWEET HOME DOORMAT	537	60	3038.75
79320	FLAMINGO LIGHTS	672	80	3033.80
82599	FANNY'S REST STOPMETAL SIGN	1502	188	3033.66
22841	ROUND CAKE TIN VINTAGE GREEN	412	119	3032.68
21243	PINK  SPOTTY PLATE	1957	118	3030.85
22842	BISCUIT TIN VINTAGE RED	486	98	3029.30
23165	LARGE CERAMIC TOP STORAGE JAR	1972	108	3018.60
22612	TEA COSY VINTAGE UNION JACK	746	48	3007.95
22224	WHITE LOVEBIRD LANTERN	1076	124	3007.00
21967	PACK OF 12 SKULL TISSUES	11351	146	2999.47
21916	SET 12 RETRO WHITE CHALK STICKS	7526	283	2997.76
23486	ANTIQUE HEART SHELF UNIT	213	25	2992.65
20677	PINK POLKADOT BOWL	2625	153	2988.76
22498	WOODEN REGATTA BUNTING	533	124	2979.35
21491	SET OF THREE VINTAGE GIFT WRAPS	1660	98	2977.80
84520B	PACK 20 ENGLISH ROSE PAPER NAPKINS	4028	223	2972.72
21361	LOVE LARGE WOOD LETTERS	243	97	2968.65
23247	BISCUIT TIN 50'S CHRISTMAS	1057	107	2968.53
20747	PICCADILLY TEA SET	223	31	2966.45
22348	TEA BAG PLATE RED RETROSPOT	3613	188	2964.19
